IDSTUD,IDSCHOOL,TOTWGTS,IS18C_plan_capacity,ASDAGE,SEX_female,IS34_lang,prnt_ed_M,IS17G_miss_meals,IS01_prop_sch_time,IS09_comm_modes,IS21_teach_sup,IS18E_adult_help,IS14A,IS14C,IS14K,IS17A,IS17C,IS17E,IS25A,IS25B,IS25C,IS25D,IS25E,IS25F,IS25G,IS25H,IS25J,IT05F_indiv,IT06D_indep,IP13D_prnt_sup,IP21_remote_prep,IP34_locale_size,IP34A_public,IP1G35C_prop_disadvan,IP03_tech
10080105,1008,16.27118782692308,2.0,13.92,0,1,5.0,2.0,1.0,4.0,3.75,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080106,1008,16.27118782692308,3.0,14.17,0,1,5.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080107,1008,16.27118782692308,2.0,12.08,0,1,5.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080108,1008,16.27118782692308,3.0,13.42,0,1,5.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080109,1008,16.27118782692308,2.0,13.25,0,1,4.5,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080110,1008,16.27118782692308,3.0,13.58,0,1,4.5,1.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080111,1008,16.27118782692308,3.0,14.0,0,1,3.5,3.0,1.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080112,1008,16.27118782692308,3.0,13.75,0,1,5.0,3.0,1.0,4.0,3.75,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080113,1008,16.27118782692308,2.0,12.17,0,1,5.0,3.0,1.0,4.0,2.25,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080114,1008,16.27118782692308,2.0,13.58,0,1,5.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080115,1008,16.27118782692308,2.0,14.58,0,1,5.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080116,1008,16.27118782692308,3.0,13.17,0,1,5.0,2.0,1.0,4.0,3.75,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080117,1008,16.27118782692308,2.0,12.0,0,1,5.0,2.0,1.0,4.0,3.25,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080118,1008,16.27118782692308,2.0,13.75,0,1,5.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080119,1008,16.27118782692308,2.0,13.58,0,1,2.5,1.0,,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10080120,1008,16.27118782692308,2.0,12.83,0,1,3.5,3.0,1.0,4.0,2.75,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.181818181818182,3.272727272727273,3.0,4.0,3.0,1.0,1.0,2
10090101,1009,21.74076109311741,3.0,13.67,0,1,3.0,1.0,1.0,2.0,2.5,3.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090102,1009,21.74076109311741,2.0,12.92,0,1,4.5,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090103,1009,21.74076109311741,3.0,13.33,0,1,1.5,3.0,1.0,4.0,3.25,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090104,1009,21.74076109311741,,12.67,0,1,4.0,,,,,,3.0,,,,,,,,,,4.0,,,,,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090105,1009,21.74076109311741,3.0,13.67,0,1,2.0,3.0,1.0,2.0,3.25,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090106,1009,21.74076109311741,2.0,13.67,0,1,3.0,1.0,1.0,1.0,2.5,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090107,1009,21.74076109311741,3.0,13.58,0,1,1.0,2.0,1.0,3.0,2.75,3.0,3.0,4.0,3.0,,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090108,1009,21.74076109311741,3.0,13.75,0,1,1.5,2.0,1.0,3.0,3.25,3.0,2.0,,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090109,1009,21.74076109311741,1.0,13.67,0,1,2.0,2.0,1.0,2.0,2.5,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,2.0,1.0,3.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090110,1009,21.74076109311741,2.0,13.0,0,1,3.5,1.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090111,1009,21.74076109311741,3.0,13.58,0,1,3.0,1.0,1.0,4.0,2.5,3.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090112,1009,21.74076109311741,2.0,12.83,0,1,2.5,3.0,1.0,3.0,1.75,2.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090114,1009,21.74076109311741,2.0,13.67,0,1,4.0,4.0,1.0,3.0,3.75,2.0,,,2.0,3.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090115,1009,21.74076109311741,2.0,15.33,0,1,2.5,4.0,5.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090116,1009,21.74076109311741,2.0,13.0,0,1,2.5,2.0,1.0,3.0,2.75,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090117,1009,21.74076109311741,3.0,13.92,0,1,3.0,4.0,,3.0,3.25,2.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090118,1009,21.74076109311741,2.0,14.58,0,1,4.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090119,1009,21.74076109311741,2.0,13.75,0,1,3.5,2.0,,3.0,3.25,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10090120,1009,21.74076109311741,1.0,13.33,0,1,2.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5384615384615383,3.0714285714285716,2.0,4.0,4.0,1.0,1.0,2
10100101,1010,17.87507632692308,1.0,13.25,1,1,4.0,3.0,1.0,0.0,2.75,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100102,1010,17.87507632692308,,14.0,1,1,5.0,,3.0,1.0,,,3.0,2.0,,,,,,,,,,,,,,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100103,1010,17.87507632692308,2.0,15.83,1,1,1.5,2.0,3.0,2.0,3.5,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100104,1010,17.87507632692308,,13.08,1,1,2.0,,,,,,,,,,,,,,,,,,,,,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100105,1010,17.87507632692308,1.0,13.17,1,1,2.5,2.0,1.0,2.0,2.5,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100106,1010,17.87507632692308,3.0,13.75,1,1,,1.0,,,3.0,2.0,,,2.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100107,1010,17.87507632692308,2.0,12.17,1,1,4.5,2.0,1.0,4.0,2.75,1.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100108,1010,17.87507632692308,3.0,12.0,1,1,5.0,3.0,1.0,,2.75,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100109,1010,17.87507632692308,3.0,13.58,1,1,1.0,2.0,5.0,,3.25,1.0,3.0,2.0,3.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,1.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100110,1010,17.87507632692308,2.0,12.08,1,1,1.0,2.0,,,1.0,2.0,,,4.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100111,1010,17.87507632692308,2.0,13.58,1,1,2.0,2.0,5.0,4.0,3.25,2.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100112,1010,17.87507632692308,2.0,13.25,1,1,2.5,3.0,1.0,2.0,2.5,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100113,1010,17.87507632692308,2.0,12.92,1,1,2.0,3.0,1.0,3.0,2.5,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100114,1010,17.87507632692308,2.0,14.25,1,1,1.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100115,1010,17.87507632692308,3.0,13.42,1,1,3.5,2.0,1.0,3.0,2.75,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100116,1010,17.87507632692308,2.0,14.83,1,1,2.0,4.0,1.0,2.0,2.75,2.0,3.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100117,1010,17.87507632692308,3.0,13.58,1,1,3.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100118,1010,17.87507632692308,2.0,13.67,1,1,2.5,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10100120,1010,17.87507632692308,2.0,13.58,1,1,3.0,,5.0,1.0,3.25,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.8666666666666667,3.2142857142857144,3.0,4.0,5.0,1.0,1.0,2
10110101,1011,33.80381653846154,2.0,13.75,1,1,3.5,2.0,1.0,2.0,3.25,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110102,1011,33.80381653846154,3.0,13.25,1,1,3.5,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110103,1011,33.80381653846154,2.0,13.42,1,1,4.0,3.0,1.0,2.0,3.25,2.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110104,1011,33.80381653846154,3.0,12.92,1,1,5.0,1.0,1.0,3.0,2.5,3.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110105,1011,33.80381653846154,1.0,13.0,1,1,3.0,3.0,4.0,2.0,2.5,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110106,1011,33.80381653846154,3.0,13.33,1,1,4.0,2.0,1.0,1.0,2.25,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110107,1011,33.80381653846154,2.0,13.58,1,1,2.5,4.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110110,1011,33.80381653846154,2.0,13.75,1,1,3.0,,1.0,2.0,3.25,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110111,1011,33.80381653846154,,12.75,1,1,1.0,,1.0,,,,,,,,,,,,,,,,,,,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110112,1011,33.80381653846154,2.0,13.75,1,1,5.0,3.0,1.0,3.0,1.25,2.0,2.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110113,1011,33.80381653846154,3.0,13.08,1,1,3.0,1.0,1.0,2.0,2.5,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10110117,1011,33.80381653846154,2.0,13.5,1,1,3.0,,1.0,,4.0,,,,,,,,,,,,,,,4.0,,4.0,3.3076923076923075,2.0,3.0,3.0,1.0,4.0,2
10120101,1012,20.596032,,14.25,0,1,5.0,1.0,1.0,4.0,3.25,,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120102,1012,20.596032,3.0,13.33,0,1,4.0,1.0,1.0,2.0,3.25,3.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120103,1012,20.596032,3.0,12.92,0,1,3.0,4.0,1.0,3.0,2.25,3.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120104,1012,20.596032,2.0,13.25,0,1,5.0,2.0,1.0,2.0,2.75,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120105,1012,20.596032,2.0,12.0,0,1,5.0,4.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120106,1012,20.596032,,13.5,0,1,3.5,,1.0,,,,,,,,,,,,,,,,,,,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120107,1012,20.596032,1.0,13.75,0,1,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120110,1012,20.596032,2.0,12.75,0,1,5.0,2.0,1.0,4.0,2.75,1.0,,,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120111,1012,20.596032,2.0,13.42,0,1,4.0,1.0,1.0,3.0,2.5,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,3.0,4.0,2.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120112,1012,20.596032,3.0,12.92,0,1,5.0,1.0,1.0,2.0,3.25,3.0,1.0,,4.0,2.0,1.0,1.0,1.0,4.0,3.0,,,1.0,,,3.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120113,1012,20.596032,3.0,13.25,0,1,3.5,3.0,1.0,1.0,3.25,1.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120114,1012,20.596032,3.0,14.25,1,1,5.0,4.0,1.0,4.0,3.25,3.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120115,1012,20.596032,2.0,13.42,0,1,3.0,1.0,1.0,3.0,2.5,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120116,1012,20.596032,,13.67,0,1,3.0,,,,,,,3.0,,,,,,,,,,,,,,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120117,1012,20.596032,2.0,13.33,0,1,5.0,3.0,1.0,1.0,2.75,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120118,1012,20.596032,,13.08,0,1,,,1.0,1.0,,,,,,,,,,,,,,,,,,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10120120,1012,20.596032,,13.25,0,1,,,1.0,0.0,,,2.0,3.0,,,,,,,,,,,,,,4.090909090909091,3.1818181818181817,3.0,2.0,5.0,1.0,1.0,2
10130101,1013,20.20352921052631,2.0,13.58,1,1,4.5,,1.0,3.0,2.75,3.0,2.0,3.0,2.0,,,,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130102,1013,20.20352921052631,3.0,12.0,1,1,4.5,2.0,1.0,3.0,3.25,3.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130103,1013,20.20352921052631,1.0,13.67,1,1,3.0,2.0,1.0,1.0,2.5,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130105,1013,20.20352921052631,3.0,12.0,1,1,3.0,4.0,1.0,1.0,2.25,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130106,1013,20.20352921052631,,13.42,1,1,,,,2.0,,,,,,,,,,,,,,,,,,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130107,1013,20.20352921052631,2.0,13.25,1,1,3.5,3.0,1.0,2.0,2.75,3.0,4.0,2.0,2.0,1.0,4.0,3.0,1.0,,2.0,3.0,3.0,,4.0,4.0,3.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130108,1013,20.20352921052631,3.0,13.83,1,1,4.0,2.0,5.0,2.0,2.75,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130109,1013,20.20352921052631,2.0,13.25,1,1,3.0,1.0,1.0,3.0,3.25,2.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130110,1013,20.20352921052631,2.0,12.17,1,1,3.5,2.0,1.0,1.0,3.0,2.0,2.0,3.0,,2.0,2.0,2.0,,,,,,,,,,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130111,1013,20.20352921052631,3.0,13.83,1,1,3.5,1.0,1.0,4.0,2.5,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130112,1013,20.20352921052631,2.0,13.83,1,1,4.0,1.0,5.0,3.0,2.75,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130113,1013,20.20352921052631,3.0,13.0,1,1,1.5,1.0,1.0,,3.25,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130114,1013,20.20352921052631,2.0,11.25,1,1,4.5,1.0,1.0,2.0,2.75,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
10130115,1013,20.20352921052631,2.0,12.75,1,1,2.0,3.0,5.0,3.0,2.5,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.4,3.272727272727273,2.0,4.0,3.0,1.0,2.0,2
